Date,Tank_ID,Time,Date.Time,Observer.Initials,Temperature_C,pH_mv,Salinity_psu,Calcium_ppm,TA_dKH,Orion_Temp,light2,light3,light4,tris.date,Probe.Set,notes
20230113,header_tank,,,,26.34,-54,34.18,,,,,,,20221019,Probe1,
20230113,blue_tank1,,,,26.34,-54,34.17,,,,,,,20221019,Probe1,
20230113,blue_tank2,,,,26.34,-54,34.17,,,,,,,20221019,Probe1,
20230113,blue_tank3,,,,26.35,-54.1,34.13,,,,,,,20221019,Probe1,
20230113,blue_tank4,,,,26.35,-54.1,34.13,,,,,,,20221019,Probe1,
20230117,header_tank,,,,26.1,-50.6,33.51,,,,,,,20221019,Probe1,
20230117,blue_tank1,,,,26.13,-50.8,33.42,,,,,,,20221019,Probe1,
20230117,blue_tank2,,,,26.13,-50.8,33.42,,,,,,,20221019,Probe1,
20230117,blue_tank3,,,,26.13,-50.8,33.4,,,,,,,20221019,Probe1,
20230117,blue_tank4,,,,26.13,-50.8,33.4,,,,,,,20221019,Probe1,
20230119,header_tank,,,,26.14,-54.1,33.5,,,,,,,20221019,Probe1,
20230119,blue_tank1,,,,26.13,-54.5,33.66,,,,,,,20221019,Probe1,
20230119,blue_tank2,,,,26.13,-54.5,33.66,,,,,,,20221019,Probe1,
20230119,blue_tank3,,,,26.18,-54.7,33.45,,,,,,,20221019,Probe1,
20230119,blue_tank4,,,,26.18,-54.7,33.45,,,,,,,20221019,Probe1,
20230120,header_tank,,,,26.47,-50.3,34.07,,,,,,,20221019,Probe1,
20230120,blue_tank1,,,,26.44,-50.5,33.74,,,,,,,20221019,Probe1,
20230120,blue_tank2,,,,26.44,-50.5,33.74,,,,,,,20221019,Probe1,
20230120,blue_tank3,,,,26.45,-50.7,33.8,,,,,,,20221019,Probe1,
20230120,blue_tank4,,,,26.45,-50.7,33.8,,,,,,,20221019,Probe1,
20230123,header_tank,,,,26.35,-51.6,33.77,,,,,,,20221019,Probe1,
20230123,blue_tank1,,,,26.44,-51.4,33.64,,,,,,,20221019,Probe1,
20230123,blue_tank2,,,,26.44,-51.4,33.64,,,,,,,20221019,Probe1,
20230123,blue_tank3,,,,26.44,-51.8,33.72,,,,,,,20221019,Probe1,
20230123,blue_tank4,,,,26.44,-51.8,33.72,,,,,,,20221019,Probe1,
20230124,header_tank,,,,26.3,-56.8,33.89,,,,,,,20221019,Probe1,
20230124,blue_tank1,,,,26.35,-56.3,33.79,,,,,,,20221019,Probe1,
20230124,blue_tank2,,,,26.35,-56.3,33.79,,,,,,,20221019,Probe1,
20230124,blue_tank3,,,,26.35,-56.5,33.77,,,,,,,20221019,Probe1,
20230124,blue_tank4,,,,26.35,-56.5,33.77,,,,,,,20221019,Probe1,
20230125,header_tank,,,,26.22,-50.8,33.96,,,,,,,20221019,Probe1,
20230125,blue_tank1,,,,26.22,-50.8,34.98,,,,,,,20221019,Probe1,
20230125,blue_tank2,,,,26.22,-51.2,34.98,,,,,,,20221019,Probe1,
20230125,blue_tank3,,,,26.2,-51.2,34.98,,,,,,,20221019,Probe1,
20230125,blue_tank4,,,,26.2,-51.2,34.98,,,,,,,20221019,Probe1,
20230130,header_tank,,,,26.28,-50.8,34.19,,,,,,,20221019,Probe1,
20230130,blue_tank1,,,,26.28,-51,34.25,,,,,,,20221019,Probe1,
20230130,blue_tank2,,,,26.28,-51,34.25,,,,,,,20221019,Probe1,
20230130,blue_tank3,,,,26.7,-51.2,34.6,,,,,,,20221019,Probe1,
20230130,blue_tank4,,,,26.7,-51.2,34.6,,,,,,,20221019,Probe1,
20230131,header_tank,,,,26.33,-52.4,33.89,,,,,,,20221019,Probe1,
20230131,blue_tank1,,,,26.37,-52.6,33.82,,,,,,,20221019,Probe1,
20230131,blue_tank2,,,,26.37,-52.6,33.82,,,,,,,20221019,Probe1,
20230131,blue_tank3,,,,26.37,-52.7,33.8,,,,,,,20221019,Probe1,
20230131,blue_tank4,,,,26.37,-52.7,33.8,,,,,,,20221019,Probe1,
20230201,header_tank,,,,26.17,-50.7,33.73,,,,,,,20221019,Probe1,
20230201,blue_tank1,,,,26.2,-51,33.86,,,,,,,20221019,Probe1,
20230201,blue_tank2,,,,26.2,-51,33.86,,,,,,,20221019,Probe1,
20230201,blue_tank3,,,,26.19,-50.9,33.82,,,,,,,20221019,Probe1,
20230201,blue_tank4,,,,26.19,-50.9,33.82,,,,,,,20221019,Probe1,
20230202,header_tank,,,,26.09,-52.8,33.78,,,,,,,20221019,Probe1,
20230202,blue_tank1,,,,26.15,-53,33.76,,,,,,,20221019,Probe1,
20230202,blue_tank2,,,,26.15,-53,33.76,,,,,,,20221019,Probe1,
20230202,blue_tank3,,,,26.15,-52.8,34.7,,,,,,,20221019,Probe1,
20230202,blue_tank4,,,,26.15,-52.8,34.7,,,,,,,20221019,Probe1,
20230206,header_tank,,,,26.37,-55.3,33.87,,,,,,,20221019,Probe1,
20230206,blue_tank1,,,,26.4,-55.2,33.93,,,,,,,20221019,Probe1,
20230206,blue_tank2,,,,26.4,-55.2,33.93,,,,,,,20221019,Probe1,
20230206,blue_tank3,,,,26.4,-55.4,33.9,,,,,,,20221019,Probe1,
20230206,blue_tank4,,,,26.4,-55.4,33.9,,,,,,,20221019,Probe1,
20230207,header_tank,,,,26.35,NA,33.91,,,,,,,20221019,Probe1,
20230207,blue_tank1,,,,26.41,NA,33.92,,,,,,,20221019,Probe1,
20230207,blue_tank2,,,,26.41,NA,33.91,,,,,,,20221019,Probe1,
20230207,blue_tank3,,,,26.4,NA,33.91,,,,,,,20221019,Probe1,
20230207,blue_tank4,,,,26.4,NA,33.91,,,,,,,20221019,Probe1,
20230208,header_tank,,,,26.35,NA,33.9,,,,,,,20221019,Probe1,
20230208,blue_tank1,,,,26.32,NA,33.91,,,,,,,20221019,Probe1,
20230208,blue_tank2,,,,26.32,NA,33.91,,,,,,,20221019,Probe1,
20230208,blue_tank3,,,,26.32,NA,33.92,,,,,,,20221019,Probe1,
20230208,blue_tank4,,,,26.32,NA,33.92,,,,,,,20221019,Probe1,
20230209,header_tank,,,,26.27,NA,34.34,,,,,,Ph probe needs to be calibrated,20221019,Probe1,
20230209,blue_tank1,,,,26.32,NA,34,,,,,,,20221019,Probe1,
20230209,blue_tank2,,,,26.32,NA,34,,,,,,,20221019,Probe1,
20230209,blue_tank3,,,,26.32,NA,33.98,,,,,,,20221019,Probe1,
20230209,blue_tank4,,,,26.32,NA,33.98,,,,,,,20221019,Probe1,
20230210,header_tank,,,,26.5,NA,33.99,,,,,,,20221019,Probe1,
20230210,blue_tank1,,,,26.5,NA,33.89,,,,,,,20221019,Probe1,
20230210,blue_tank2,,,,26.5,NA,33.89,,,,,,,20221019,Probe1,
20230210,blue_tank3,,,,26.5,NA,33.9,,,,,,,20221019,Probe1,
20230210,blue_tank4,,,,26.51,NA,33.89,,,,,,,20221019,Probe1,
20230213,header_tank,,,,26.4,NA,34.16,,,,,,,20221019,Probe1,
20230213,blue_tank1,,,,26.5,NA,33.91,,,,,,,20221019,Probe1,
20230213,blue_tank2,,,,26.5,NA,33.91,,,,,,,20221019,Probe1,
20230213,blue_tank3,,,,26.5,NA,33.93,,,,,,,20221019,Probe1,
20230213,blue_tank4,,,,26.5,NA,33.93,,,,,,,20221019,Probe1,
20230214,header_tank,,,,26.62,NA,33.92,,,,,,,20221019,Probe1,
20230214,blue_tank1,,,,26.63,NA,33.88,,,,,,,20221019,Probe1,
20230214,blue_tank2,,,,26.63,NA,33.88,,,,,,,20221019,Probe1,
20230214,blue_tank3,,,,26.62,NA,33.87,,,,,,,20221019,Probe1,
20230214,blue_tank4,,,,26.62,NA,33.87,,,,,,,20221019,Probe1,
20230215,header_tank,,,,26.4,NA,34.18,,,,,,,20221019,Probe1,
20230215,blue_tank1,,,,26.44,NA,34.02,,,,,,,20221019,Probe1,
20230215,blue_tank2,,,,26.44,NA,34.02,,,,,,,20221019,Probe1,
20230215,blue_tank3,,,,26.45,NA,34.41,,,,,,,20221019,Probe1,
20230215,blue_tank4,,,,26.45,NA,34.41,,,,,,,20221019,Probe1,
20230216,header_tank,,,,26.48,NA,34.21,,,,,,,20221019,Probe1,
20230216,blue_tank1,,,,26.48,NA,34.03,,,,,,,20221019,Probe1,
20230216,blue_tank2,,,,26.48,NA,34.03,,,,,,,20221019,Probe1,
20230216,blue_tank3,,,,26.48,NA,34.03,,,,,,,20221019,Probe1,
20230216,blue_tank4,,,,26.48,NA,34.03,,,,,,,20221019,Probe1,
20230217,header_tank,,,,26.35,NA,33.88,,,,,,,20221019,Probe1,
20230217,blue_tank1,,,,26.36,NA,33.8,,,,,,,20221019,Probe1,
20230217,blue_tank2,,,,26.35,NA,33.8,,,,,,,20221019,Probe1,
20230217,blue_tank3,,,,26.35,NA,33.8,,,,,,,20221019,Probe1,
20230217,blue_tank4,,,,26.35,NA,33.82,,,,,,,20221019,Probe1,
20230221,header_tank,,,,26.23,NA,33.87,,,,,,,20221019,Probe1,
20230221,blue_tank1,,,,26.27,NA,33.84,,,,,,,20221019,Probe1,
20230221,blue_tank2,,,,26.27,NA,33.84,,,,,,,20221019,Probe1,
20230221,blue_tank3,,,,26.28,NA,33.81,,,,,,,20221019,Probe1,
20230221,blue_tank4,,,,26.28,NA,33.81,,,,,,,20221019,Probe1,
20230222,header_tank,,,,26.2,NA,34.43,,,,,,,20221019,Probe1,
20230222,blue_tank1,,,,26.21,NA,34.22,,,,,,,20221019,Probe1,
20230222,blue_tank2,,,,26.21,NA,34.22,,,,,,,20221019,Probe1,
20230222,blue_tank3,,,,26.24,NA,33.85,,,,,,,20221019,Probe1,
20230222,blue_tank4,,,,26.24,NA,33.85,,,,,,,20221019,Probe1,
20230223,header_tank,,,,26.25,NA,34.41,,,,,,,20221019,Probe1,
20230223,blue_tank1,,,,26.31,NA,34.43,,,,,,,20221019,Probe1,
20230223,blue_tank2,,,,26.31,NA,34.43,,,,,,,20221019,Probe1,
20230223,blue_tank3,,,,26.32,NA,34.16,,,,,,,20221019,Probe1,
20230223,blue_tank4,,,,26.32,NA,34.16,,,,,,,20221019,Probe1,
20230224,header_tank,,,,26.25,NA,34.01,,,,,,,20221019,Probe1,
20230224,blue_tank1,,,,26.29,NA,33.88,,,,,,,20221019,Probe1,
20230224,blue_tank2,,,,26.29,NA,33.88,,,,,,,20221019,Probe1,
20230224,blue_tank3,,,,26.3,NA,33.85,,,,,,,20221019,Probe1,
20230224,blue_tank4,,,,26.3,NA,33.85,,,,,,,20221019,Probe1,
20230227,header_tank,,,,25.86,NA,34.11,,,,,,,20221019,Probe1,
20230227,blue_tank1,,,,25.97,NA,34.06,,,,,,,20221019,Probe1,
20230227,blue_tank2,,,,25.97,NA,34.06,,,,,,,20221019,Probe1,
20230227,blue_tank3,,,,25.99,NA,34.82,,,,,,,20221019,Probe1,
20230227,blue_tank4,,,,25.99,NA,34.82,,,,,,,20221019,Probe1,
20230302,header_tank,,,,26.32,NA,34.93,,,,,,,20221019,Probe1,
20230302,blue_tank1,,,,26.33,NA,34.5,,,,,,,20221019,Probe1,
20230302,blue_tank2,,,,26.33,NA,34.5,,,,,,,20221019,Probe1,
20230302,blue_tank3,,,,26.36,NA,34.65,,,,,,,20221019,Probe1,
20230302,blue_tank4,,,,26.36,NA,34.65,,,,,,,20221019,Probe1,
20230303,header_tank,,,,26.38,NA,34.23,,,,,,,20221019,Probe1,
20230303,blue_tank1,,,,26.4,NA,34.22,,,,,,,20221019,Probe1,
20230303,blue_tank2,,,,26.41,NA,34.89,,,,,,,20221019,Probe1,
20230303,blue_tank3,,,,26.43,NA,34.39,,,,,,,20221019,Probe1,
20230303,blue_tank4,,,,26.43,NA,34.39,,,,,,,20221019,Probe1,
20230306,header_tank,,,,26.26,NA,35.23,,,,,,,20221019,Probe1,
20230306,blue_tank1,,,,26.28,NA,35.26,,,,,,,20221019,Probe1,
20230306,blue_tank2,,,,26.28,NA,35.26,,,,,,,20221019,Probe1,
20230306,blue_tank3,,,,26.3,NA,35.28,,,,,,,20221019,Probe1,
20230306,blue_tank4,,,,26.3,NA,35.28,,,,,,,20221019,Probe1,
20230307,header_tank,,,,26.25,NA,35.24,,,,,,,20221019,Probe1,
20230307,blue_tank1,,,,26.27,NA,35.24,,,,,,,20221019,Probe1,
20230307,blue_tank2,,,,26.27,NA,35.24,,,,,,,20221019,Probe1,
20230307,blue_tank3,,,,26.27,NA,35.24,,,,,,,20221019,Probe1,
20230307,blue_tank4,,,,26.27,NA,35.24,,,,,,,20221019,Probe1,
20230308,header_tank,,,,26.25,NA,35.23,,,,,,,20221019,Probe1,
20230308,blue_tank1,,,,26.27,NA,35.21,,,,,,,20221019,Probe1,
20230308,blue_tank2,,,,26.27,NA,35.21,,,,,,,20221019,Probe1,
20230308,blue_tank3,,,,26.27,NA,35.22,,,,,,,20221019,Probe1,
20230308,blue_tank4,,,,26.27,NA,35.22,,,,,,,20221019,Probe1,
20230309,header_tank,,,,26.44,NA,35.34,,,,,,,20221019,Probe1,
20230309,blue_tank1,,,,26.45,NA,35.39,,,,,,,20221019,Probe1,
20230309,blue_tank2,,,,26.45,NA,35.39,,,,,,,20221019,Probe1,
20230309,blue_tank3,,,,26.46,NA,35.38,,,,,,,20221019,Probe1,
20230309,blue_tank4,,,,26.46,NA,35.38,,,,,,,20221019,Probe1,
20230313,header_tank,,,,26.12,NA,34.91,,,,,,,20221019,Probe1,
20230313,blue_tank1,,,,26.1,NA,34.4,,,,,,,20221019,Probe1,
20230313,blue_tank2,,,,26.1,NA,34.4,,,,,,,20221019,Probe1,
20230313,blue_tank3,,,,26.15,NA,34.4,,,,,,,20221019,Probe1,
20230313,blue_tank4,,,,26.15,NA,34.4,,,,,,,20221019,Probe1,
20230314,header_tank,,,,26.23,NA,35.1,,,,,,,20221019,Probe1,
20230314,blue_tank1,,,,26.25,NA,35.14,,,,,,,20221019,Probe1,
20230314,blue_tank2,,,,26.25,NA,35.14,,,,,,,20221019,Probe1,
20230314,blue_tank3,,,,26.25,NA,35.16,,,,,,,20221019,Probe1,
20230314,blue_tank4,,,,26.25,NA,35.16,,,,,,,20221019,Probe1,
20230315,header_tank,,,,26.24,NA,35.11,,,,,,,20221019,Probe1,
20230316,header_tank,,,,26.21,NA,35.01,,,,,,,20221019,Probe1,
20230316,blue_tank1,,,,26.21,NA,35.07,,,,,,,20221019,Probe1,
20230316,blue_tank2,,,,26.21,NA,35.07,,,,,,,20221019,Probe1,
20230316,blue_tank3,,,,26.26,NA,35.07,,,,,,,20221019,Probe1,
20230316,blue_tank4,,,,26.26,NA,35.07,,,,,,,20221019,Probe1,
20230322,header_tank,,,,26.18,NA,34.94,,,,,,,20221019,Probe1,
20230322,blue_tank1,,,,26.18,NA,35.03,,,,,,,20221019,Probe1,
20230322,blue_tank2,,,,26.18,NA,35.01,,,,,,,20221019,Probe1,
20230322,blue_tank3,,,,26.18,NA,35.01,,,,,,,20221019,Probe1,
20230322,blue_tank4,,,,26.18,NA,35.03,,,,,,,20221019,Probe1,
20230322,quarantine_tank,,,,23.88,NA,34.84,,,,,,,20221019,Probe1,
20230323,header_tank,,,,26.29,NA,35.12,,,,,,,20221019,Probe1,
20230323,blue_tank1,,,,26.29,NA,35.1,,,,,,,20221019,Probe1,
20230323,blue_tank2,,,,26.29,NA,35.1,,,,,,,20221019,Probe1,
20230323,blue_tank3,,,,26.31,NA,35.18,,,,,,,20221019,Probe1,
20230323,blue_tank4,,,,26.31,NA,35.18,,,,,,,20221019,Probe1,
20230323,quarantine_tank,,,,24.23,NA,34.9,,,,,,,20221019,Probe1,
20230327,header_tank,,,,26.22,NA,34.07,,,,,,,20221019,Probe1,
20230327,blue_tank1,,,,26.26,NA,34,,,,,,,20221019,Probe1,
20230327,blue_tank2,,,,26.26,NA,34,,,,,,,20221019,Probe1,
20230327,blue_tank3,,,,26.26,NA,34.08,,,,,,,20221019,Probe1,
20230327,blue_tank4,,,,26.26,NA,34.08,,,,,,,20221019,Probe1,
20230327,quarantine_tank,,,,24.29,NA,35.65,,,,,,,20221019,Probe1,
20230328,header_tank,,,,26.13,NA,34.98,,,,,,,20221019,Probe1,
20230328,blue_tank1,,,,26.16,NA,34.01,,,,,,,20221019,Probe1,
20230328,blue_tank2,,,,26.16,NA,34.01,,,,,,,20221019,Probe1,
20230328,blue_tank3,,,,26.16,NA,34.01,,,,,,,20221019,Probe1,
20230328,blue_tank4,,,,26.16,NA,34.01,,,,,,,20221019,Probe1,
20230328,quarantine_tank,,,,24.8,NA,35.16,,,,,,,20221019,Probe1,
20230330,header_tank,,,,26.32,NA,34.28,,,,,,,20221019,Probe1,
20230330,blue_tank1,,,,26.41,NA,34.21,,,,,,,20221019,Probe1,
20230330,blue_tank2,,,,26.41,NA,34.21,,,,,,,20221019,Probe1,
20230330,blue_tank3,,,,26.41,NA,34.26,,,,,,,20221019,Probe1,
20230330,blue_tank4,,,,26.41,NA,34.26,,,,,,,20221019,Probe1,
20230330,quarantine_tank,,,,24.49,NA,36.03,,,,,,,20221019,Probe1,
20230331,header_tank,,,,26.21,NA,35.03,,,,,,,20221019,Probe1,
20230331,blue_tank1,,,,26.24,NA,35.04,,,,,,,20221019,Probe1,
20230331,blue_tank2,,,,26.24,NA,35.04,,,,,,,20221019,Probe1,
20230331,blue_tank3,,,,26.35,NA,35.05,,,,,,,20221019,Probe1,
20230331,blue_tank4,,,,26.35,NA,35.05,,,,,,,20221019,Probe1,
20230331,quarantine_tank,,,,24.61,NA,36.22,,,,,,,20221019,Probe1,
20230403,header_tank,,,,26.36,NA,35.22,,,,,,,20221019,Probe1,
20230403,blue_tank1,,,,26.38,NA,35.2,,,,,,,20221019,Probe1,
20230403,blue_tank2,,,,26.38,NA,35.2,,,,,,,20221019,Probe1,
20230403,blue_tank3,,,,26.39,NA,35.26,,,,,,,20221019,Probe1,
20230403,blue_tank4,,,,26.39,NA,35.26,,,,,,,20221019,Probe1,
20230403,quarantine_tank,,,,24.69,NA,36.5,,,,,,,20221019,Probe1,
20230404,header_tank,,,,26.09,NA,35.05,,,,,,,20221019,Probe1,
20230404,blue_tank1,,,,26.12,NA,35.11,,,,,,,20221019,Probe1,
20230404,blue_tank2,,,,26.12,NA,35.11,,,,,,,20221019,Probe1,
20230404,blue_tank3,,,,26.14,NA,35.16,,,,,,,20221019,Probe1,
20230404,blue_tank4,,,,26.14,NA,35.16,,,,,,,20221019,Probe1,
20230404,quarantine_tank,,,,24.78,NA,36.67,,,,,,,20221019,Probe1,
20230406,header_tank,,,,26.14,NA,35.13,,,,,,,20221019,Probe1,
20230406,blue_tank1,,,,26.18,NA,35.25,,,,,,,20221019,Probe1,
20230406,blue_tank2,,,,26.18,NA,35.25,,,,,,,20221019,Probe1,
20230406,blue_tank3,,,,26.18,NA,35.25,,,,,,,20221019,Probe1,
20230406,blue_tank4,,,,26.18,NA,35.25,,,,,,,20221019,Probe1,
20230406,quarantine_tank,,,,24.66,NA,36.67,,,,,,,20221019,Probe1,
20230407,header_tank,,,,26.36,NA,35.33,,,,,,,20221019,Probe1,
20230407,blue_tank1,,,,26.36,NA,35.33,,,,,,,20221019,Probe1,
20230407,blue_tank2,,,,26.36,NA,35.35,,,,,,,20221019,Probe1,
20230407,blue_tank3,,,,26.35,NA,35.44,,,,,,,20221019,Probe1,
20230407,blue_tank4,,,,26.35,NA,35.44,,,,,,,20221019,Probe1,
20230410,header_tank,,,,26.19,NA,35.23,,,,,,,20221019,Probe1,
20230410,blue_tank1,,,,26.26,NA,35.27,,,,,,,20221019,Probe1,
20230410,blue_tank2,,,,26.26,NA,35.27,,,,,,,20221019,Probe1,
20230410,blue_tank3,,,,26.25,NA,35.28,,,,,,,20221019,Probe1,
20230410,blue_tank4,,,,26.25,NA,35.28,,,,,,,20221019,Probe1,
20230410,quarantine_tank,,,,23.71,NA,36.16,,,,,,,20221019,Probe1,
20230411,header_tank,,,,26.14,NA,34.47,,,,,,,20221019,Probe1,
20230411,blue_tank1,,,,26.18,NA,34.34,,,,,,,20221019,Probe1,
20230411,blue_tank2,,,,26.18,NA,34.34,,,,,,,20221019,Probe1,
20230411,blue_tank3,,,,26.19,NA,34.32,,,,,,,20221019,Probe1,
20230411,blue_tank4,,,,26.19,NA,34.32,,,,,,,20221019,Probe1,
20230411,quarantine_tank,,,,23.89,NA,37.16,,,,,,,20221019,Probe1,
20230413,header_tank,,,,26.09,NA,35.14,,,,,,,20221019,Probe1,
20230413,blue_tank1,,,,26.13,NA,35.33,,,,,,,20221019,Probe1,
20230413,blue_tank2,,,,26.13,NA,35.33,,,,,,,20221019,Probe1,
20230413,blue_tank3,,,,26.14,NA,35.22,,,,,,,20221019,Probe1,
20230413,blue_tank4,,,,26.14,NA,35.22,,,,,,,20221019,Probe1,
20230413,quarantine_tank,,,,23.95,NA,36.52,,,,,,,20221019,Probe1,
20230414,header_tank,,,,26.34,NA,34.43,,,,,,,20221019,Probe1,
20230414,blue_tank1,,,,26.32,NA,34.42,,,,,,,20221019,Probe1,
20230414,blue_tank2,,,,26.33,NA,34.34,,,,,,,20221019,Probe1,
20230414,blue_tank3,,,,26.35,NA,34.37,,,,,,,20221019,Probe1,
20230414,blue_tank4,,,,26.33,NA,34.34,,,,,,,20221019,Probe1,
20230414,quarantine_tank,,,,24.09,NA,37.34,,,,,,,20221019,Probe1,
20230417,header_tank,,,,26.25,NA,34.33,,,,,,,20221019,Probe1,
20230417,blue_tank1,,,,26.29,NA,34.29,,,,,,,20221019,Probe1,
20230417,blue_tank2,,,,26.29,NA,34.29,,,,,,,20221019,Probe1,
20230417,blue_tank3,,,,26.29,NA,35.3,,,,,,,20221019,Probe1,
20230417,blue_tank4,,,,26.29,NA,35.3,,,,,,,20221019,Probe1,
20230417,quarantine_tank,,,,22.22,NA,36.43,,,,,,,20221019,Probe1,
20230418,header_tank,,,,26.22,NA,35.35,,,,,,,20221019,Probe1,
20230418,blue_tank1,,,,26.21,NA,35.35,,,,,,,20221019,Probe1,
20230418,blue_tank2,,,,26.21,NA,35.35,,,,,,,20221019,Probe1,
20230418,blue_tank3,,,,26.22,NA,35.36,,,,,,,20221019,Probe1,
20230418,blue_tank4,,,,26.22,NA,35.36,,,,,,,20221019,Probe1,
20230418,quarantine_tank,,,,23.92,NA,36.99,,,,,,,20221019,Probe1,
20230419,header_tank,,,,26.31,NA,35.42,,,,,,,20221019,Probe1,
20230419,blue_tank1,,,,26.33,NA,35.45,,,,,,,20221019,Probe1,
20230419,blue_tank2,,,,26.33,NA,35.45,,,,,,,20221019,Probe1,
20230419,blue_tank3,,,,26.32,NA,35.45,,,,,,,20221019,Probe1,
20230419,blue_tank4,,,,26.32,NA,35.45,,,,,,,20221019,Probe1,
20230419,quarantine_tank,,,,23.62,NA,36.39,,,,,,,20221019,Probe1,
20230420,header_tank,,,,26.18,NA,34.73,,,,,,,20221019,Probe1,
20230420,blue_tank1,,,,26.21,NA,34.67,,,,,,,20221019,Probe1,
20230420,blue_tank2,,,,26.21,NA,34.67,,,,,,,20221019,Probe1,
20230420,blue_tank3,,,,26.21,NA,34.5,,,,,,,20221019,Probe1,
20230420,blue_tank4,,,,26.21,NA,34.5,,,,,,,20221019,Probe1,
20230420,quarantine_tank,,,,23.78,NA,37.69,,,,,,,20221019,Probe1,
20230421,header_tank,,,,26.34,-48.9,35.21,,,,,,,20221019,Probe1,
20230421,blue_tank1,,,,26.35,-48.6,35.23,,,,,,,20221019,Probe1,
20230421,blue_tank2,,,,26.36,-48.7,35.23,,,,,,,20221019,Probe1,
20230421,blue_tank3,,,,26.35,-48,35.24,,,,,,,20221019,Probe1,
20230421,blue_tank4,,,,26.38,-49,35.24,,,,,,,20221019,Probe1,
20230421,quarantine_tank,,,,23.77,-62,36.56,,,,,,,20221019,Probe1,
20230424,header_tank,,,,23.15,NA,36.28,,,,,,,20221019,Probe1,
20230424,blue_tank1,,,,26.42,NA,35.23,,,,,,,20221019,Probe1,
20230424,blue_tank2,,,,26.42,NA,35.23,,,,,,,20221019,Probe1,
20230424,blue_tank3,,,,26.44,NA,35.23,,,,,,,20221019,Probe1,
20230424,blue_tank4,,,,26.44,NA,35.23,,,,,,,20221019,Probe1,
20230424,quarantine_tank,,,,26.4,NA,35.2,,,,,,,20221019,Probe1,
20230425,header_tank,,,,26.41,NA,35.11,,,,,,,20221019,Probe1,
20230425,blue_tank1,,,,26.42,NA,35.2,,,,,,,20221019,Probe1,
20230425,blue_tank2,,,,26.42,NA,35.2,,,,,,,20221019,Probe1,
20230425,blue_tank3,,,,26.42,NA,35.2,,,,,,,20221019,Probe1,
20230425,blue_tank4,,,,26.42,NA,35.2,,,,,,,20221019,Probe1,
20230425,quarantine_tank,,,,23.12,NA,36.55,,,,,,,20221019,Probe1,
20230426,header_tank,,,,26.41,-46,34.23,,,,,,,20221019,Probe1,
20230426,blue_tank1,,,,26.22,-46.7,34.13,,,,,,,20221019,Probe1,
20230426,blue_tank2,,,,26.22,-46.7,34.13,,,,,,,20221019,Probe1,
20230426,blue_tank3,,,,26.21,-46.7,34.16,,,,,,,20221019,Probe1,
20230426,blue_tank4,,,,26.21,-46.7,34.16,,,,,,,20221019,Probe1,
20230426,quarantine_tank,,,,23.37,-62.4,37.88,,,,,,,20221019,Probe1,
20230427,header_tank,,,,26.11,-39.3,34.34,,,,,,,20221019,Probe1,
20230427,blue_tank1,,,,26.14,-39.5,34.34,,,,,,,20221019,Probe1,
20230427,blue_tank2,,,,26.14,-39.5,34.34,,,,,,,20221019,Probe1,
20230427,blue_tank3,,,,26.14,-39.6,34.35,,,,,,,20221019,Probe1,
20230427,blue_tank4,,,,26.14,-39.6,34.35,,,,,,,20221019,Probe1,
20230427,quarantine_tank,,,,23.15,-60.6,37.89,,,,,,,20221019,Probe1,
20230501,header_tank,,,,26.3,-42.1,33.95,,,,,,,20221019,Probe1,
20230501,blue_tank1,,,,26.34,-41.6,33.91,,,,,,,20221019,Probe1,
20230501,blue_tank2,,,,26.34,-41.6,33.91,,,,,,,20221019,Probe1,
20230501,blue_tank3,,,,26.36,-41.8,33.91,,,,,,,20221019,Probe1,
20230501,blue_tank4,,,,26.36,-41.8,33.91,,,,,,,20221019,Probe1,
20230501,quarantine_tank,,,,23.12,-61.4,38.09,,,,,,,20221019,Probe1,
20230502,header_tank,,,,26.32,-43.5,34.11,,,,,,,20221019,Probe1,
20230502,blue_tank1,,,,26.33,-43.9,33.94,,,,,,,20221019,Probe1,
20230502,blue_tank2,,,,26.33,-43.9,33.94,,,,,,,20221019,Probe1,
20230502,blue_tank3,,,,26.34,-43.9,33.93,,,,,,,20221019,Probe1,
20230502,blue_tank4,,,,26.34,-43.9,33.93,,,,,,,20221019,Probe1,
20230502,quarantine_tank,,,,22.84,-61.1,38.1,,,,,,,20221019,Probe1,
20230504,header_tank,,,,26.32,-41.6,34.31,,,,,,,20221019,Probe1,
20230504,blue_tank1,,,,26.35,-42.3,34.39,,,,,,,20221019,Probe1,
20230504,blue_tank2,,,,26.35,-42.3,34.39,,,,,,,20221019,Probe1,
20230504,blue_tank3,,,,26.36,-42.5,34.19,,,,,,,20221019,Probe1,
20230504,blue_tank4,,,,26.36,-42.5,34.19,,,,,,,20221019,Probe1,
20230504,quarantine_tank,,,,23.43,-60.8,38.41,,,,,,,20221019,Probe1,
20230508,header_tank,,,,26.28,-42.8,34.11,,,,,,,20221019,Probe1,
20230508,blue_tank1,,,,26.31,-43.2,33.82,,,,,,,20221019,Probe1,
20230508,blue_tank2,,,,26.31,-43.2,33.82,,,,,,,20221019,Probe1,
20230508,blue_tank3,,,,26.32,-45.4,33.82,,,,,,,20221019,Probe1,
20230508,blue_tank4,,,,26.32,-45.4,33.82,,,,,,,20221019,Probe1,
20230508,quarantine_tank,,,,23.35,-61.8,38.51,,,,,,,20221019,Probe1,
